a,b,relationship,weight
GS,BXP,pearson,644.1853714244525
GS,C,pearson,927.4131126819141
GS,CARR,pearson,688.5009983378989
GS,CAT,pearson,713.4864873286141
GS,CBRE,pearson,834.6817300628537
GS,CCL,pearson,830.4741901742856
GS,CDNS,pearson,658.60413743038
GS,CDW,pearson,711.0962127640857
GS,CFG,pearson,871.1994550636817
GS,CMI,pearson,749.6044529026022
GS,COF,pearson,865.0686012356362
GS,COP,pearson,643.6803954464649
GS,CPAY,pearson,872.9007866809562
GS,CPRT,pearson,686.0536992044005
GS,CRM,pearson,657.6510587551838
GS,CRWD,pearson,692.2855864442154
GS,CSCO,pearson,730.4899395740591
GS,CSGP,pearson,653.989519526418
GS,CSX,pearson,608.9946042490949
GS,CTSH,pearson,651.3608305749549
GS,CTVA,pearson,627.6738431448873
GS,CZR,pearson,683.6916769864429
GS,DAL,pearson,731.8476938398749
GS,DASH,pearson,802.4574447778901
GS,DAY,pearson,640.5249249526152
GS,DD,pearson,746.5930314585985
GS,DE,pearson,606.6644809679257
GS,DELL,pearson,679.8191658858213
GS,DFS,pearson,800.182913744934
GS,DIS,pearson,767.163554631873
GS,DOV,pearson,866.3173142230731
GS,DOW,pearson,650.0429273316716
GS,DVN,pearson,663.3022645820504
GS,DXCM,pearson,716.7304676266048
GS,EMN,pearson,672.669544086037
GS,EMR,pearson,790.7477137251365
GS,EPAM,pearson,650.9029370555052
GS,EQIX,pearson,700.8855114926683
GS,EQR,pearson,667.3720537282901
GS,ESS,pearson,654.2888110143243
GS,EXPE,pearson,645.763567152047
GS,FANG,pearson,694.2599647244987
GS,FCX,pearson,741.6801127224959
GS,FDS,pearson,607.4411720311647
GS,FDX,pearson,629.9987751657742
GS,FFIV,pearson,717.5174568959094
GS,FI,pearson,740.4447315942978
GS,FICO,pearson,684.8884616129175
GS,FITB,pearson,802.6914491067776
GS,FOX,pearson,700.8116139353303
GS,FOXA,pearson,678.5980475552878
GS,FRT,pearson,616.3593181841693
GS,FTNT,pearson,794.7918343191008
GS,FTV,pearson,823.5541683375274
GS,GE,pearson,795.0629244912043
GS,GEHC,pearson,607.1892431371258
GS,GEN,pearson,701.5729449679461
GS,GEV,pearson,607.1704141577839
GS,GL,pearson,712.2921021877577
GS,GLW,pearson,745.3392470353662
GS,GNRC,pearson,632.2695321965145
GS,GPN,pearson,768.2253740685285
GS,GRMN,pearson,672.2701364284535
GWW,ALLE,pearson,676.1354628673195
GWW,BLDR,pearson,650.661232965871
GWW,BXP,pearson,618.2701799818303
GWW,CAH,pearson,635.6055960843004
GWW,CARR,pearson,624.3861093614295
GWW,CTAS,pearson,602.6079471314114
GWW,CTVA,pearson,628.6031182588314
GWW,CVX,pearson,666.6813968425806
GWW,DE,pearson,610.3969584231581
GWW,DECK,pearson,631.995470202732
GWW,ECL,pearson,609.669032855069
GWW,EG,pearson,601.3835125945614
GWW,EOG,pearson,638.8601011059956
GWW,FAST,pearson,763.5028952394581
GWW,GEN,pearson,658.3276266774888
GWW,GPC,pearson,670.691076300728
HAL,A,pearson,630.4024109837105
HAL,AAPL,pearson,710.9218263827364
HAL,ADI,pearson,698.3746759572864
HAL,AFL,pearson,608.3554300697053
HAL,AIG,pearson,640.908821813824
HAL,AIZ,pearson,633.5268087639581
HAL,ALB,pearson,761.3203445927606
HAL,ALGN,pearson,605.5771733341384
HAL,AMAT,pearson,685.7757437338818
HAL,AMCR,pearson,622.6753259820897
HAL,AMD,pearson,733.7577288132464
HAL,AME,pearson,684.7594269882693
HAL,AMP,pearson,722.6826617736301
HAL,AMZN,pearson,677.7145938099497
HAL,ANSS,pearson,727.7841141166018
HAL,APA,pearson,860.8486473815262
HAL,APD,pearson,668.9199335375114
HAL,APO,pearson,727.6490896364074
HAL,APTV,pearson,665.9642384885
HAL,ARE,pearson,673.8232074519912
HAL,AVB,pearson,715.6805908468282
HAL,AXP,pearson,757.3676261361103
HAL,BA,pearson,650.5189364604615
HAL,BAC,pearson,718.7123684997649
HAL,BAX,pearson,633.9472576157356
HAL,BBY,pearson,700.2088825101866
HAL,BK,pearson,729.7250663148036
HAL,BKNG,pearson,610.2892503360847
HAL,BKR,pearson,811.3206980538134
HAL,BLK,pearson,736.7836029441878
HAL,BR,pearson,639.280576895236
HAL,BRK-B,pearson,702.4307892676175
HAL,BX,pearson,691.1627860164558
HAL,BXP,pearson,695.7719479222148
HAL,C,pearson,702.2297091105166
HAL,CARR,pearson,765.2092195547034
HAL,CAT,pearson,733.4121264914272
HAL,CBRE,pearson,644.5422262658274
HAL,CDW,pearson,735.0466607838979
HAL,CFG,pearson,768.0954362191517
HAL,CHRW,pearson,636.086515714915
HAL,CMI,pearson,776.146301810414
HAL,COF,pearson,674.3890156770627
HAL,COP,pearson,879.1969444940248
HAL,CPAY,pearson,759.4780714839528
HAL,CPT,pearson,655.3475295307732
HAL,CSCO,pearson,735.6689481164096
HAL,CSGP,pearson,677.0516101301174
HAL,CSX,pearson,657.0796139854737
HAL,CTRA,pearson,747.623264376345
HAL,CTSH,pearson,615.8011348024505
HAL,CTVA,pearson,723.9444541127617
HAL,CVX,pearson,855.08759230038
HAL,DAL,pearson,625.8346870567918
HAL,DAY,pearson,654.6133006293815
HAL,DD,pearson,851.0988663353257
HAL,DE,pearson,696.4416218153502
HAL,DELL,pearson,656.5909176039795
HAL,DFS,pearson,628.3529164734497
HAL,DIS,pearson,682.1694947211038
HAL,DOC,pearson,615.7155587090205
HAL,DOV,pearson,788.7166907343715
HAL,DOW,pearson,753.409921599144
HAL,DVN,pearson,884.2885570312604
HAL,EFX,pearson,670.4067268224521
HAL,EMN,pearson,729.7496938122441
HAL,EMR,pearson,778.2929544772588
HAL,EOG,pearson,870.8596090798873
HAL,EQR,pearson,716.9220320447049
HAL,ESS,pearson,699.3425109923822
HAL,EXPD,pearson,640.291383360934
HAL,F,pearson,660.6083994637773
HAL,FANG,pearson,890.9252576845857
HAL,FCX,pearson,749.0441730758024
HAL,FDS,pearson,658.9094922840981
HAL,FDX,pearson,709.9264281042367
HAL,FFIV,pearson,601.8243704331613
HAL,FI,pearson,644.4248449048923
HAL,FITB,pearson,782.4254874016107
HAL,FOX,pearson,727.0308484632841
HAL,FOXA,pearson,726.5855066026521
HAL,FRT,pearson,629.6675016737818
HAL,FTNT,pearson,661.4226573069026
HAL,FTV,pearson,819.6519756149003
HAL,GE,pearson,663.6309763119307
HAL,GEHC,pearson,676.7343378987747
HAL,GEN,pearson,711.5749936414284
HAL,GL,pearson,715.4951740713012
HAL,GNRC,pearson,653.1329782559487
HAL,GPN,pearson,752.4049492734035
HAL,GRMN,pearson,632.4825377400447
HAL,GS,pearson,730.2550374541876
HAL,GWW,pearson,631.2453011545748
HAS,APA,pearson,633.5562466839689
HAS,APTV,pearson,685.7228952624504
HAS,BAX,pearson,750.6145310742419
HAS,BBY,pearson,690.9786936893283
HAS,CARR,pearson,622.5648190802558
HAS,COP,pearson,639.7576357648122
HAS,CSX,pearson,601.0074687328341
HAS,DD,pearson,611.5565432290026
HAS,DOV,pearson,646.4947254124504
HAS,DOW,pearson,610.2844825916621
HAS,DVN,pearson,634.0082490187585
HAS,EOG,pearson,636.2407273330313
HAS,EXPD,pearson,639.8338627729577
HAS,FDX,pearson,669.4310713548931
HAS,FTV,pearson,626.0888746965308
HAS,HAL,pearson,643.7975880141126
HBAN,A,pearson,667.7656058946247
HBAN,AAPL,pearson,728.963420360227
HBAN,ADI,pearson,692.4968033784164
HBAN,ADSK,pearson,680.332532622852
HBAN,AIZ,pearson,627.5708216994256
HBAN,ALB,pearson,629.1491118216647
HBAN,ALGN,pearson,653.8593800539451
HBAN,AMD,pearson,665.2547100675948
HBAN,AME,pearson,755.3398738055863
HBAN,AMP,pearson,819.7040214437428
HBAN,AMZN,pearson,747.0154710140757
HBAN,ANSS,pearson,695.8749098572703
HBAN,APA,pearson,738.9226589119854
HBAN,APD,pearson,644.8215209794744
HBAN,APO,pearson,860.3970356536522
HBAN,APTV,pearson,703.9353036526812
HBAN,AVB,pearson,710.0000392669334
HBAN,AXP,pearson,903.9441138486311
HBAN,BA,pearson,730.8126157367698
HBAN,BAC,pearson,905.1802192635216
HBAN,BBY,pearson,747.0784883406341
HBAN,BEN,pearson,649.125970163165
HBAN,BK,pearson,827.740595349354
HBAN,BKNG,pearson,669.6249587210706
HBAN,BKR,pearson,717.389817167043
HBAN,BLDR,pearson,607.2053184182236
HBAN,BLK,pearson,830.8476291368984
HBAN,BR,pearson,675.2144191544203
HBAN,BRK-B,pearson,637.0481151881158
HBAN,BSX,pearson,647.5684740591687
HBAN,BX,pearson,836.0045956969725
HBAN,BXP,pearson,721.7673396190878
HBAN,C,pearson,898.7098793370853
HBAN,CARR,pearson,681.7900412685192
HBAN,CAT,pearson,729.2579273346631
HBAN,CBRE,pearson,741.0800498261584
HBAN,CCL,pearson,791.6138674652194
HBAN,CDW,pearson,725.6653499067207
HBAN,CFG,pearson,951.6378859204875
HBAN,CINF,pearson,601.1888619521437
HBAN,CMI,pearson,762.5456390155136
HBAN,COF,pearson,864.6247672278656
HBAN,COP,pearson,743.3344143965664
HBAN,CPAY,pearson,863.6286292028177
HBAN,CPRT,pearson,614.907858543665
HBAN,CPT,pearson,617.9097082158767
HBAN,CRWD,pearson,607.8639549074416
HBAN,CSCO,pearson,745.7312135801209
HBAN,CSGP,pearson,658.3995355939702
HBAN,CSX,pearson,666.8920215228076
HBAN,CTSH,pearson,654.077263852326
HBAN,CTVA,pearson,636.0367187335853
HBAN,CVX,pearson,691.4242683153329
HBAN,CZR,pearson,677.0925968437888
HBAN,DAL,pearson,694.8658105723027
HBAN,DASH,pearson,734.5370028233145
HBAN,DAY,pearson,653.5709090859981
HBAN,DD,pearson,776.5745671223748
HBAN,DE,pearson,623.7114606824978
HBAN,DELL,pearson,660.5510755898142
HBAN,DFS,pearson,802.196153957755
HBAN,DIS,pearson,832.094341799884
HBAN,DOV,pearson,825.1340837221755
HBAN,DOW,pearson,665.1956126995003
HBAN,DVN,pearson,760.145722869795
HBAN,DXCM,pearson,644.8148740027385
HBAN,EMN,pearson,687.5372576868965
HBAN,EMR,pearson,824.7539630353011
HBAN,EOG,pearson,673.8366162295371
HBAN,EQIX,pearson,607.7839098052568
HBAN,EQR,pearson,722.9953012778421
HBAN,ESS,pearson,692.2209678065748
HBAN,EXPD,pearson,600.525309602832
HBAN,FANG,pearson,771.0234049901521
HBAN,FCX,pearson,681.100605843017
HBAN,FDS,pearson,633.070065565895
HBAN,FDX,pearson,746.4057953336421
HBAN,FFIV,pearson,687.9480195631044
HBAN,FI,pearson,711.9958617223753
HBAN,FICO,pearson,643.1548595813383
HBAN,FITB,pearson,944.1025098422549
HBAN,FOX,pearson,760.9691956233028
HBAN,FOXA,pearson,735.1325894784108
HBAN,FRT,pearson,654.4795276638678
HBAN,FTNT,pearson,724.8410239262477
HBAN,FTV,pearson,874.1249989419337
HBAN,GE,pearson,729.3330880364928
HBAN,GEHC,pearson,651.1849987445399
HBAN,GEN,pearson,706.9450004745574
HBAN,GL,pearson,685.0080950978909
HBAN,GLW,pearson,696.4810239386514
HBAN,GNRC,pearson,642.4813461090774
HBAN,GPN,pearson,790.160092585703
HBAN,GRMN,pearson,728.1911192482306
HBAN,GS,pearson,883.1222028065424
HBAN,HAL,pearson,810.9594789193294
HCA,CL,pearson,620.9406157461336
HD,ALLE,pearson,648.3225313567519
HD,AVB,pearson,635.3271417472117
HD,AXP,pearson,608.0655551414135
HD,BBY,pearson,609.5341444232662
HD,BLDR,pearson,812.7196572270868
HD,BXP,pearson,674.1724785381796
HD,CBRE,pearson,727.0972708778397
HD,CMG,pearson,613.339321225721
HD,CPAY,pearson,605.5931087292018
HD,CSX,pearson,676.2479937703155
HD,DHI,pearson,600.6298039251144
HD,DOC,pearson,622.5465257786219
HD,DOV,pearson,614.9209806098858
HD,DRI,pearson,606.2649134022349
HD,EQR,pearson,625.9940625401645
HD,EXR,pearson,656.3464865865376
HD,F,pearson,618.4405879679914
HD,FDX,pearson,654.484778481864
HD,FITB,pearson,626.674133317059
HD,FRT,pearson,685.0001454062117
HD,GPC,pearson,658.5772007338046
HD,GWW,pearson,618.4390603409511
HES,AAPL,pearson,692.5487264953863
HES,ACGL,pearson,604.153634436796
HES,ADI,pearson,638.8131022007656
HES,ADP,pearson,621.2208150000585
HES,AES,pearson,615.4498225112593
HES,AFL,pearson,653.8389004059277
HES,AIG,pearson,694.262579935971
HES,AIZ,pearson,704.3371336147093
HES,ALB,pearson,739.8889192595589
HES,AMD,pearson,634.7060791466267
HES,AME,pearson,600.5532738696367
HES,AMP,pearson,625.7087358772867
HES,ANSS,pearson,688.2495489854991
HES,APA,pearson,854.1337098557011
HES,APD,pearson,609.6104153814742
HES,APO,pearson,608.7879249466964
HES,APTV,pearson,649.5675718873854
HES,ARE,pearson,615.1023145003431
HES,AVB,pearson,699.1172821447971
HES,AXP,pearson,651.5089276448375
HES,BAC,pearson,672.516654856604
HES,BAX,pearson,667.1319505192646
HES,BK,pearson,709.7377906661277
HES,BKR,pearson,719.6052682667572
HES,BLK,pearson,664.8294738956486
HES,BR,pearson,684.5433881970392
HES,BRK-B,pearson,713.6509905955012
HES,BXP,pearson,617.253706535774
HES,C,pearson,606.3710143438542
HES,CAH,pearson,647.183055719232
HES,CARR,pearson,643.7230951141455
HES,CAT,pearson,642.2035695091322
HES,CDW,pearson,640.7011709031602
HES,CFG,pearson,661.630156859315
HES,CHRW,pearson,642.7993719172423
HES,CINF,pearson,650.9874120655227
HES,CMI,pearson,677.800958954998
HES,COP,pearson,876.238292188621
HES,CPAY,pearson,681.2585215017699
HES,CPT,pearson,713.1772494391363
HES,CSCO,pearson,649.6008072215584
HES,CSGP,pearson,645.9599772198982
HES,CSX,pearson,619.4166522224535
HES,CTAS,pearson,632.6209817760216
HES,CTRA,pearson,764.3653285723817
HES,CTSH,pearson,644.8412346761896
HES,CTVA,pearson,730.0535325887734
HES,CVX,pearson,989.7556396928421
HES,DAY,pearson,626.3302355803239
HES,DD,pearson,780.5920697304268
HES,DE,pearson,649.5622743430558
HES,DIS,pearson,672.841486637747
HES,DOV,pearson,636.0173418455936
HES,DOW,pearson,707.0552017785834
HES,DVN,pearson,882.4334686625662
HES,EFX,pearson,641.4978769070804
HES,EMR,pearson,660.1564708337706
HES,EOG,pearson,878.0365597414414
HES,EQR,pearson,707.136213517162
HES,ESS,pearson,715.3162487415863
HES,EXE,pearson,601.4865356442999
HES,FANG,pearson,874.2352183900858
HES,FAST,pearson,601.4389481880113
HES,FCX,pearson,641.924093822633
HES,FDS,pearson,670.3666233741467
HES,FDX,pearson,635.2947396748697
HES,FI,pearson,622.6656511215778
HES,FITB,pearson,718.954252053531
HES,FOX,pearson,688.6399417420886
HES,FOXA,pearson,694.6946386108766
HES,FTV,pearson,710.1935682298449
HES,GE,pearson,651.638099513403
HES,GEHC,pearson,671.4139281358105
HES,GEN,pearson,778.6019795275614
HES,GL,pearson,708.3666179993603
HES,GPN,pearson,764.0071573604506
HES,GS,pearson,640.0390574212773
HES,GWW,pearson,676.3621175449331
HES,HAL,pearson,881.307269727937
HES,HAS,pearson,601.8569302009827
HES,HBAN,pearson,734.5528114906481
HIG,ACGL,pearson,895.0834776158346
HIG,ADP,pearson,797.1836487859885
HIG,AEE,pearson,691.4981077394909
HIG,AFL,pearson,901.1628365839988
HIG,AIG,pearson,840.1062180585067
HIG,AIZ,pearson,874.7053298131847
HIG,AJG,pearson,717.7920496856162
HIG,ALL,pearson,872.9671129036886
HIG,AON,pearson,788.1212570399287
HIG,APD,pearson,627.0037869171219
HIG,ARE,pearson,616.0837959994795
HIG,ATO,pearson,709.6713962559616
HIG,AVB,pearson,798.7661817441606
HIG,BAX,pearson,600.27031291446
HIG,BK,pearson,685.1582735367422
HIG,BR,pearson,790.0544730674635
HIG,BRK-B,pearson,861.7369537319564
HIG,BRO,pearson,854.7329812460396
HIG,BSX,pearson,604.4382507462019
HIG,CAH,pearson,781.6941750196615
HIG,CB,pearson,877.5869434957516
HIG,CINF,pearson,869.5895667934323
HIG,CL,pearson,603.7711045514512
HIG,CMS,pearson,601.0651017679514
HIG,CNP,pearson,614.2576283034175
HIG,CPAY,pearson,650.3749617559573
HIG,CPRT,pearson,625.2949444271308
HIG,CPT,pearson,810.7845628011112
HIG,CTAS,pearson,760.3597094786982
HIG,CTSH,pearson,619.7370570417817
HIG,CTVA,pearson,645.7709876453231
HIG,CVX,pearson,638.3501033309105
HIG,D,pearson,630.0143229854552
HIG,DD,pearson,641.2038254537183
HIG,DOC,pearson,682.7084992710808
HIG,DTE,pearson,739.6617315161119
HIG,ECL,pearson,628.8956145328272
HIG,EFX,pearson,633.1187003382347
HIG,EG,pearson,803.4726683908261
HIG,EQR,pearson,808.1886479720105
HIG,ERIE,pearson,615.4550415056452
HIG,ES,pearson,610.9212696172432
HIG,ESS,pearson,795.1846708428817
HIG,EVRG,pearson,663.0433053505442
HIG,EXR,pearson,664.4708158297052
HIG,FAST,pearson,602.0180122108422
HIG,FDS,pearson,718.285945076828
HIG,FI,pearson,765.7488744815773
HIG,FRT,pearson,617.1710721779103
HIG,GD,pearson,694.5796143773913
HIG,GE,pearson,607.7296996335598
HIG,GEHC,pearson,651.2817223839348
HIG,GEN,pearson,768.4993308968562
HIG,GL,pearson,837.9368317724711
HIG,GPN,pearson,696.7248184497892
HIG,HES,pearson,679.2621013842653
HII,BDX,pearson,636.8776199549271
HII,EFX,pearson,619.4436302474741
HII,GD,pearson,628.068242186404
HLT,AAPL,pearson,668.1980908199303
HLT,ADI,pearson,643.5644672591708
HLT,ADP,pearson,638.3613090316464
HLT,ADSK,pearson,613.0260603294246
HLT,AMD,pearson,600.3479486514448
HLT,AME,pearson,757.1588304384175
HLT,AMP,pearson,698.1003923197516
HLT,AMZN,pearson,667.227244208086
HLT,ANSS,pearson,600.8697220704044
HLT,APO,pearson,662.6664403317583
HLT,APTV,pearson,668.0579218726294
HLT,AVB,pearson,640.2732466458322
HLT,AXP,pearson,764.4299776157368
HLT,BA,pearson,654.4279434736771
HLT,BAC,pearson,654.2806847170586
HLT,BK,pearson,642.0557357767004
HLT,BKNG,pearson,766.2347008448295
HLT,BLK,pearson,662.6336613531893
HLT,BR,pearson,717.7767133581365
HLT,BSX,pearson,621.7769674731995
HLT,BX,pearson,699.0448262778865
HLT,C,pearson,677.515319524724
HLT,CAT,pearson,621.0262368700655
HLT,CBRE,pearson,676.3194780328737
HLT,CCL,pearson,762.9696416089372
HLT,CFG,pearson,711.745640431718
HLT,CMG,pearson,633.5100441085541
HLT,CMI,pearson,705.9586569870474
HLT,COF,pearson,676.1919240152749
HLT,CPAY,pearson,724.8656866058897
HLT,CPRT,pearson,642.7573542373259
HLT,CPT,pearson,620.2436190950843
HLT,CRWD,pearson,629.3776464278344
HLT,CSCO,pearson,647.9188503548162
HLT,CSX,pearson,603.8735570390538
HLT,CTAS,pearson,629.5059822861715
HLT,CTSH,pearson,725.2754969047364
HLT,CZR,pearson,617.5199022475567
HLT,DAL,pearson,757.2509969177826
HLT,DASH,pearson,691.8637168452854
HLT,DAY,pearson,635.4407723510569
HLT,DD,pearson,685.3672718607884
HLT,DIS,pearson,769.3222070484102
HLT,DOV,pearson,738.0649512212025
HLT,DPZ,pearson,612.446023066382
HLT,EMN,pearson,648.5778931240652
HLT,EMR,pearson,720.5209848113165
HLT,EQIX,pearson,678.4348244882301
HLT,EQR,pearson,691.1299867316513
HLT,ESS,pearson,679.9564091807588
HLT,EXPE,pearson,659.0101974541309
HLT,FDS,pearson,612.433988710099
HLT,FDX,pearson,638.5926190409904
HLT,FFIV,pearson,669.6143074310462
HLT,FI,pearson,642.3100731957487
HLT,FITB,pearson,701.5307235049438
HLT,FOX,pearson,713.9298533127715
HLT,FOXA,pearson,687.9345917776451
HLT,FRT,pearson,691.6882924928321
HLT,FTNT,pearson,692.07695753512
HLT,FTV,pearson,769.4412925620771
HLT,GE,pearson,702.5301120965689
HLT,GEN,pearson,642.2693087550687
HLT,GL,pearson,613.3322232877165
HLT,GPN,pearson,731.6594287872686
HLT,GRMN,pearson,613.9402569703337
HLT,GS,pearson,770.3476290698305
HLT,HBAN,pearson,739.6665421576637
HOLX,AMGN,pearson,626.2494204695568
HOLX,BDX,pearson,698.2904723505808
HON,A,pearson,619.8891366659112
HON,AAPL,pearson,624.7857474324622
HON,ABT,pearson,613.6133860452022
HON,ACGL,pearson,627.9101501309923
HON,ADI,pearson,673.4524604155396
HON,ADM,pearson,645.35170036234
HON,ADP,pearson,715.0852327675456
HON,AFL,pearson,776.5804016232538
HON,AIG,pearson,680.2757239649031
HON,AIZ,pearson,646.5194613286092
HON,ALB,pearson,616.041984250718
HON,ALL,pearson,609.8773819597035
HON,AMCR,pearson,684.3331086525211
HON,AME,pearson,604.99370467989
HON,ANSS,pearson,620.1884173445414
HON,AON,pearson,602.950770110626
HON,APA,pearson,642.0789451089564
HON,APD,pearson,739.0773291873812
HON,ARE,pearson,638.0833476430159
HON,AVB,pearson,743.5194079859092
HON,AVY,pearson,682.7773653049203
HON,AXP,pearson,612.0057067546692
HON,BAX,pearson,681.3527237999598
HON,BDX,pearson,744.8207867991491
HON,BG,pearson,601.6792066471887
HON,BK,pearson,636.3640122962476
HON,BKR,pearson,718.7398380826219
HON,BLK,pearson,672.7925784159372
HON,BR,pearson,739.0658673020599
HON,BRK-B,pearson,673.9600659370974
HON,BRO,pearson,625.5402425267107
HON,CAH,pearson,645.8994558719093
HON,CARR,pearson,601.0387990183536
HON,CDW,pearson,625.5865804857962
HON,COP,pearson,670.2793877347025
HON,CPAY,pearson,675.6688771585217
HON,CPT,pearson,637.2136626667083
HON,CSCO,pearson,617.4790736152562
HON,CSGP,pearson,630.1763762973812
HON,CSX,pearson,713.7466519623281
HON,CTAS,pearson,673.9309842906042
HON,CTVA,pearson,718.5253405421781
HON,CVX,pearson,689.3640155294203
HON,DAY,pearson,604.0247345486628
HON,DD,pearson,701.2652378981628
HON,DE,pearson,704.1824044733265
HON,DIS,pearson,601.1074957438577
HON,DOC,pearson,633.4784790825405
HON,DOV,pearson,620.9539251314978
HON,DOW,pearson,658.277546467361
HON,DRI,pearson,619.3348607611222
HON,DVN,pearson,693.8501272709531
HON,EFX,pearson,793.208763656263
HON,EG,pearson,653.2479564684286
HON,EMN,pearson,663.2925067829104
HON,EMR,pearson,641.2174520757826
HON,EOG,pearson,686.5966940270849
HON,EQR,pearson,741.1319761467726
HON,ESS,pearson,715.5528332654432
HON,EXPD,pearson,657.7332763919136
HON,F,pearson,683.5186443669189
HON,FANG,pearson,705.5674418584641
HON,FAST,pearson,618.4653207995437
HON,FDS,pearson,732.6737932449441
